tweet,tweet_1,tweet_2,mentions,themes,HS,TR,AG
Dueling protests in German town after teen allegedly murdered by refugee https://t.co/2YMCkcnhTO,Dueling protests in German town after teen allegedly murdered by refugee,duel protest german town teen allegedly murder refugee,[],['Germans'],1,0,1
"@AndrewScheer @richardmartelpc Toronto Has Exceeded Capacity To House Illegal Immigrantshttps://t.co/uw0O0MzCpORemigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nvSome basic truths:  Access to White people is not a human righthttps://t.co/c0g","Toronto Has Exceeded Capacity To House Illegal Immigrants : Easy come, easy GO!! basic truths: Access to White people is not a human right",toronto exceed capacity house illegal immigrant easy come easy basic truth access white people human right,"['@AndrewScheer', '@richardmartelpc', 'Easy Come']","['Toronto', '1967', 'White Americans', 'Microsoft Access', 'United States', 'House of Representatives', 'BASIC']",0,0,0
"New post (Facebook's new political advertising policy denounced by immigrant, civil rights groups) has been published on Top 10 Tech News - https://t.co/r25kk57SOV https://t.co/Cwrl1Ba1Dd","New post (Facebook's new political advertising policy denounced by immigrant, civil rights groups) has been published on Top Tech News -",new post facebook new political advertising policy denounce immigrant civil right group publish tech news,[],[],0,0,0
Thank you so much to @WValderrama &amp; @BoomEventsLA for hosting such an amazing event this past weekend! No child should face immigration court w/o an attorney by their side &amp; this event helped raise critical awareness for these immigrant &amp; refugee children #KINDLA #GivingKINDness https://t.co/v3bxbNMsYx,Thank you so much to &amp; for hosting such an amazing event this past weekend! No child should face immigration court w/o an attorney by their side &amp; this event helped raise critical awareness for these immigrant &amp; refugee children,thank amp host amazing event past weekend child face immigration court attorney amp event helped raise critical awareness immigrant amp refugee child,"['@WValderrama', '@BoomEventsLA', 'Workweek']","['weekend', 'Time']",0,0,0
If Germans want rapefugees they can keep them. Poland will not accept a single rapefugee. Not even one!!! Poland remains proud and firm! 🇵🇱✝ https://t.co/VHoFrxFjB1,If Germans want rapefugees they can keep them. Poland will not accept a single rapefugee. Not even one!!! Poland remains proud and firm!,german want rapefugee poland accept single rapefugee poland remain proud firm,[],"['Polish', 'Second']",0,0,0
The world divided over trumped up charges and more refugees drowning l blame the refugees who burnt and murdered Christians their religion,The world divided over trumped up charges and more refugees drowning l blame the refugees who burnt and murdered Christians their religion,world divide trump charge refugee drown blame refugee burn murder christian religion,[],"['World Health Organization', 'Christian']",1,0,0
"Migrant Workers Centre is sponsoring a special category of the Overland Literary Journal's Fair Australia prize. The best essay, poem, short story, graphic or cartoon submitted by a migrant worker will receive a cash prize. Head to https://t.co/ioaNzQZ32H https://t.co/4iolqFuMi9","Migrant Workers Centre is sponsoring a special category of the Overland Literary Journal's Fair Australia prize. The best essay, poem, short story, graphic or cartoon submitted by a migrant worker will receive a cash prize. Head to",migrant worker centre sponsor special category overland literary journal fair australia prize good essay poem short story graphic cartoon submit migrant worker receive cash prize head,[],"['Overland (magazine', 'Literary', 'Australia']",0,0,0
"This should be Federally Mandated Law on Criminal Illegal Aliens. Upon completion of maximum sentence allowed, alien is discharged into ICE custody for immediate Deportation. #EndSanctuaryCities #EndChainMigration #BuildTheWall #ProtectUS","This should be Federally Mandated Law on Criminal Illegal Aliens. Upon completion of maximum sentence allowed, alien is discharged into ICE custody for immediate Deportation.",federally mandate law criminal illegal alien completion maximum sentence allow alien discharge ice custody immediate deportation,[],['U.S. Immigration'],1,0,0
"@MailOnline Tough decisions mean easy ones, ban those families who supported ISIS in Germany !!  They murdered many and if you do not learn from recent events like Mass Immigration rises in Rape and crime , Family ISIS deserve no return to the country the","Tough decisions mean easy ones, ban those families who supported ISIS in Germany !! They murdered many and if you do not learn from recent events like Mass Immigration rises in Rape and crime , Family ISIS deserve no return to the country the",tough decision mean easy ban family support isis germany murder learn recent event like mass immigration rise rape crime family isis deserve return country,['@MailOnline'],"['Islamic State of Iraq', 'International Species Information System', 'World Health Organization', 'Mafia', 'Nazi', 'Germany']",1,0,0
"According to the supporters of immigration policy that would throw open the doors to every Tomas, Ri https://t.co/j8jECPrd1G    What the leftist media hides from you...","According to the supporters of immigration policy that would throw open the doors to every Tomas, Ri What the leftist media hides from you...",accord supporter immigration policy throw open door toma ri leftist medium hide,[],"['The Coral Sea', 'Rhode Island', 'the Year']",1,0,0
"Make Canada like Hungary Again:Prime Minster Viktor OrbÃ¡n has vowed to not allow his CHRISTIAN country to be changed by incompatible Jihadi Invaders.   OrbÃ¡n, has warned: “Europe is under invasion, countries that don’t stop immigration will be lost”  https://t.co/xkuVltQ9rC","Make Canada like Hungary Againrime Minster Viktor Orbn has vowed to not allow his CHRISTIAN country to be changed by incompatible Jihadi Invaders. Orbn, has warned: Europe is under invasion, countries that dont stop immigration will be lost",canada like hungary againrime minster viktor vow allow christian country change incompatible jihadi invader orbn warn europe invasion country stop immigration lose,['Will Truman'],"['Canada', 'Christian', 'Christian', 'Europe', 'Hungary']",1,0,1
"Immigrant detainees contribute to ‘chaos’ at overcrowded, understaffed Victorville prison, union says.  Part one of a two-part series by me and @TheChalkOutline: https://t.co/8WFTkFUcEu https://t.co/3nvq8GWJoa","Immigrant detainees contribute to chaos at overcrowded, understaffed Victorville prison, union says. Part one of a two-part series by me and :",immigrant detainee contribute chaos overcrowded understaffed victorville prison union twopart series,"['@TheChalkOutline', 'Victorville']","['the United States', 'United States Penitentiary']",0,0,0
It is hard to fathom the counterproductive stupidity of Immigration &amp; Customs Enforcement. #PoliceState #ICE @ICEgov https://t.co/Xfetpj9sFH,It is hard to fathom the counterproductive stupidity of Immigration &amp; Customs Enforcement.,hard fathom counterproductive stupidity immigration amp custom enforcement,['@ICEgov'],['U.S. Immigration'],0,0,0
@Gillianabeth @PHR_21 @GerardBattenMEP The same politicians that have multi million pound homes away from all the migrant areas...,The same politicians that have multi million pound homes away from all the migrant areas...,politician multi million pound home away migrant area,"['@Gillianabeth', '@PHR_21', '@GerardBattenMEP']",['Million'],1,0,0
"Teens are using Instagram ""flop"" accounts to share their opinions on big issues like gun control, abortion, immigration, Trump, LGBTQ laws, YouTubers, and more, reports @taylorlorenz   https://t.co/E1Try51Exq","Teens are using Instagram ""flop"" accounts to share their opinions on big issues like gun control, abortion, immigration, Trump, LGBTQ laws, YouTubers, and more, reports",teen instagram flop account share opinion big issue like gun control abortion immigration trump lgbtq law youtuber report,"['@taylorlorenz', 'Donald Trump']",['LGBT'],0,0,0
Iranian migrant stabs 6 people on German bus ‘“ Was his plan to burn the passengers alive? https://t.co/NSgaVbBQyy,Iranian migrant stabs people on German bus Was his plan to burn the passengers alive?,iranian migrant stab people german bus plan burn passenger alive,[],"['Iranian', 'Germans']",1,1,1
I actually had a respectful argument with an anti-immigrant sorta-conservative (not a Trump supporter.) I managed to change their mind about immigration and they managed to change my mind on  the subject of military and veterans,I actually had a respectful argument with an anti-immigrant sorta-conservative (not a Trump supporter.) I managed to change their mind about immigration and they managed to change my mind on the subject of military and veterans,actually respectful argument antiimmigrant sortaconservative trump supporter manage change mind immigration manage change mind subject military veteran,['Donald Trump'],[],0,0,0
@AddisTarik I agree with you. Who ever facilities the logistics and other facility shouldn't be us paying for it. They are burden on us sacking in our resources that is my point. #Eritrea refugees should go back because their country is not on war footing,I agree with you. Who ever facilities the logistics and other facility shouldn't be us paying for it. They are burden on us sacking in our resources that is my point. refugees should go back because their country is not on war footing,agree facilitie logistic facility pay burden sack resource point refugee country war foot,['@AddisTarik'],"['War', 'United States']",1,0,1
"#Buildthatwall #Deportthemall @CIS_org: More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative",": More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative",needless death hand illegal alien oregon ballot initiative,['@CIS_org'],['Oregon'],1,0,1
